"#MSM",Making Sense of Location-based Micro-posts Using Stream Reasoning.
"#Microposts",A Reverse Approach to Named Entity Extraction and Linking in Microposts.
"(KNOW@LOD/CoDeS)@ESWC",A Two-Fold Quality Assurance Approach for Dynamic Knowledge Bases: The 3cixty Use Case.,A Hybrid Method for Rating Prediction Using Linked Data Features and Text Reviews.
WODA+PERTEA@ISSTA,Intent fuzzer: crafting intents of death.
WODA@ICSE,Data Structure Health.
WODA@SPLASH,A formal foundation for trace-based JIT compilers.
WODA,Evaluating program analysis and testing tools with the RUGRAT random benchmark application generator.
WODES,Supervisory control of software execution for failure avoidance: Experience from the Gadara project.
WOD,Diachronic linked data: towards long-term preservation of structured interrelated information.
WOIS@BIR,Situation Detection Based on Knowledge Fusion Patterns.
WOLFHPC@SC,GridPACK?: a framework for developing power grid simulations on high performance computing platforms.
WOMPAT,An Integrated Performance Visualizer for MPI/OpenMP Programs.
WONS,"New concepts for traffic, resource and mobility management in software-defined mobile networks."
WONTO,Classifying Ontologies.
WOODPECKER,Proposal for a formal foundation of RM-ODP concepts.,Consistency Checking of RM-ODP Specifications.
WOOT @ USENIX Security Symposium,Physical Adversarial Examples for Object Detectors.
WOOT,Eavesdropping on Fine-Grained User Activities Within Smartphone Apps Over Encrypted Network Traffic.,Experiences with Model Inference Assisted Fuzzing.,AutoCTF: Creating Diverse Pwnables via Automated Bug Injection.
WOP@ISWC,Methods and Metrics for Knowledge Base Engineering and Integration.
WOPPLOT,Parallel Algorithms and the Classification of Problems.
WOP,A Minimal Ontology Pattern for Life Cycle Assessment Data.
WORDS (Fall),A database approach to testing and evaluating of object-oriented programs.
WORDS (Jan.),RapidSched: static scheduling and analysis for real-time CORBA.
WORDS Fall,Modelling Predictable Component-Based Distributed Control Architectures.
WORDS,Distributed Computing Based Streaming and Play of Music Ensemble Realized Through TMO Programming.
WORKS@HPDC,GRIDCC: real-time workflow system.
WORKS@SC,Dynamically reconfigurable workflows for time-critical applications.
WORLDS,Global-scale Service Deployment in the XenoServer Platform.
WORM,A preliminary investigation of worm infections in a bluetooth environment.
WOSC@Middleware,Serverless Workflows for Indexing Large Scientific Data.
WOSIS,Research on Counter Http DDoS Attacks based on Weighted Queue Random Early Drop .,SisBrAV - Brazilian Vulnerability Alert System.,Towards a Semantic Web-enabled Knowledge Base to Elicit Security Requirements for Misuse Cases.
WOSN,"Far from the eyes, close on the web: impact of geographic distance on online social interactions."
WOSOCER,Design Improvement of System Administrative Operations for Certification.
WOSP-C@ICPE,Integrating Formal Timing Analysis in the Real-Time Software Development Process.
WOSP/SIPEW,On the efficacy of call graph-level thread-level speculation.
WOSP@JCDL,Rapid Tagging and Reporting for Functional Language Extraction in Scientific Articles.
WOSP,Poems: end-to-end performance design of large parallel adaptive computational systems.
WOSS,Support for feedback and change in self-adaptive systems.
WOWCS,Scaling Internet Research Publication Processes to Internet Scale.
WOWMOM,OPPORTUNITY: Towards opportunistic activity and context recognition systems.,Energy aware software evolution for Wireless Sensor Networks.
WOWS,Discovery and Retrieval of Logical Information Units in Web.
WOW,SWAP - Ontology-based Knowledge Management with Peer-to-Peer Technology.
WPA@MobiSys,Capturing Personal and Crowd Behavior with Wi-Fi Analytics.
WPC,Facilitating the comprehension of C-programs: an experimental study.
WPES@CCS,Using EEG-Based BCI Devices to Subliminally Probe for Private Information.
WPES,What do online behavioral advertising privacy disclosures communicate to users?,Inferring social ties in academic networks using short-range wireless communications.,Making p2p accountable without losing privacy.,Radio frequency Id and privacy with information goods.,The post anachronism: the temporal dimension of facebook privacy.
WPI@SOUPS,Data-Driven Privacy Indicators.,Privacy Wedges: Area-Based Audience Selection for Social Network Posts.,Rating Indicator Criteria for Privacy Policies.,The Privacy Policy Paradox.
WPMC,Field experimental evaluation of higher rank MIMO in quad-directional UE antenna configuration for 5G radio access system.,Disaster satellite communication experiments using WINDS and wireless mesh network.,Field experiment of long-distance broadband communications in TV white space using IEEE 802.22 and IEEE 802.11af.,Support activity using WINDS satellite link in the 2011 off the Pacific coast of Tohoku Earthquake.
WPMVP@PPoPP,A Data Layout Transformation for Vectorizing Compilers.
WPNC,Collaborative navigation field trials with different sensor platforms.
WPTE@FSCD,Transforming Dependency Chains of Constrained TRSs into Bounded Monotone Sequences of Integers.
WPTE@RTA/TLCA,Inverse Unfold Problem and Its Heuristic Solving.
WRAC,Agents Making Sense of the Semantic Web.
WRAS,An agent exploration in unknown undirected graphs with whiteboards.
WREN,Change is hard: adapting dependency graph models for unified diagnosis in wired/wireless networks.,Impact of IT monoculture on behavioral end host intrusion detection.
WRLA@ETAPS,Associative Unification and Symbolic Reasoning Modulo Associativity in Maude.
WRLA,The Third Rewrite Engines Competition.
WRS,Extensional and Intensional Strategies
WRT@ICSE,A language-independent parallel refactoring framework.
WRT@OOPSLA,Gathering refactoring data: a comparison of four methods.,Cross language refactoring for Eclipse plug-ins.,Refactoring a language for parallel computational chemistry.
WRT@SPLASH,OpenRefactory/C: an infrastructure for building correct and complex C transformations.
WRT,"Refactoring in Erlang, a Dynamic Functional Language."
WS-FMDS,Verified System Development with the AutoFocus Tool Chain
WS-FM,SCC: A Service Centered Calculus.
WS-REST,Functional descriptions as the bridge between hypermedia APIs and the Semantic Web.
WSAN,Evaluating Energy Consumption of Proactive and Reactive Routing Protocols in a MANET.
WSA,"First Visual Demonstration of Transmit and Receive Spatial Modulations Using the ""Radio Wave Display""."
WSBI,Konzeption eines Frameworks zur automatisierten Erstellung nutzerspezifischer IT-Systemdokumentationen.
WSCAD (Selected Papers),Parallel Stream Processing with MPI for Video Analytics and Data Visualization.
WSCAD-SSC,Performance Evaluation of Virtualization Technologies for Databases in HPC Environments.
WSCAD,A GPU/FPGA-Based K-Means Clustering Using a Parameterized Code Generator.
WSCD@WSDM,Generating unambiguous URL clusters from web search.
WSCG (Full Papers),Achieving Consistency in a Combined IK/FK Interface for a Seven Degree-of-Freedom Kinematic Chain.
WSCG (Posters),"Virtual Environment and Sensori-Motor Activities: Haptic, Auditory and Olfactory Devices."
WSCG (Short Papers),Recognition of Motor Imagery Electroencephalography Using Independent Component Analysis and Machine Classifiers.,Segmentation of Hemodynamics from Dynamic-Susceptibility-Contrast Magnetic Resonance Brain Images Using Sequential Independent Component Analysis.,Multicomputer System DEDAL-2 for Local Landscape Monitoring.
WSCG,Toward the Effective Animation of American Sign Language.
WSC,Pipelines and their Compositions for Modeling and Analysis of controlled Online Networked Social Science Experiments.
WSDM (Late Breaking-Results),Remembering what we like: Toward an agent-based model of Web traffic.
WSDM,Efficient online ad serving in a display advertising exchange.
WSE,Evaluation Methods for Web Application Clustering.
WSF@SOUPS,PriBots: Conversational Privacy with Chatbots.,Beliefs about Cybersecurity Rules and Passwords: A Comparison of Two Survey Samples of Cybersecurity Professionals Versus Regular Users.,Applying Cognitive Control Modes to Identify Security Fatigue Hotspots.
WSICC@TVX,Automatic Selection of Live User Generated Content.,Live UCG Stream Selection Using Quality Metadata.
WSIW@SOUPS,Collaborative Data Analysis and Discovery for Cyber Security.
WSKS (1),LONS: Learning Object Negotiation System.
WSKS (2),Competitive Learning in Electric Circuit Theory Using MOODLE.
WSKS,Recommendation of Personalized Learning Contents Supported by Semantic Web Technologies.,Towards Collaborative Complex Learning Objects by the Virtualization of Collaborative Sessions.,Integration of Google Docs as a Collaborative Activity within the LMS Using IMS BasicLTI.,PRIOR-W&K: A Collaborative Tool for Decision Making in the Knowledge Society.
WSM@IC,Partage de Donnes Biomdicales sur le Web Smantique.
WSM@MM,VisuaPedia: a social media based visual encyclopedia.
WSMAI,An Open Abstract Framework for Modeling Interoperability of Mobile Learning Services.
WSMDEIS,Evaluation of the Proposed QVTMerge Language for Model Transformations.
WSNA,GHT: a geographic hash table for data-centric storage.
WSOM+,Searching for the Origins of Life - Detecting RNA Life Signatures Using Learning Vector Quantization.
WSOM,Construction of a General Physical Condition Judgment System Using Acceleration Plethysmogram Pulse-Wave Analysis.
WSP/WOMoCoE@ISWC,Lost Silence: an Emergency Response Early Detection Service through Continuous Processing of Telecommunication Data Streams.,Towards Contextualized Rule Repositories for the Semantic Web.,Mapping Repair in Ontology-based Data Access Evolving Systems (Extended Abstract).
WSPI,Possibilities and Limitations of Modeling Trust and Reputation.,Preface.,Using Philosophy to Improve the Coherence and Interoperability of Applications Ontologies: A Field Report on the Collaboration of IFOMIS and L&C.,Philosophical Issues in Computer Science.,A Formal Theory of Conceptual Modeling Universals.,ReCollection: a Disposal/Formal Requirement-Based Tool to Support Sustainable Collection Making.
WSSANLP@COLING,Automatic Creation of a Sentence Aligned Sinhala-Tamil Parallel Corpus.
WSS,State-optimal snap-stabilizing PIF in tree networks.,A latency-optimal superstabilizing mutual exclusion protocol.,Self-stabilizing L-exclusion.
WSTFES,TMO-structured Cluster-based Real-time Management of Location Data on Massive Volume of Moving Items.
WSTFEUS,Implementation of New Services to Support Ubiquitous Computing for Campus Life.
WSTST,A Research on Traffic Calculation Using Stereo Video Camera.,An IEC-Based Haptic Rendering Optimizer.
WTAOP@AOSD,Minimizing stub creation during integration test of aspect-oriented programs.
WTAOP,Testing aspect-oriented programming Pointcut Descriptors.
WTIM@IJCNLP,Efficient dictionary and language model compression for input method editors.,Robustness Analysis of Adaptive Chinese Input Methods.
WTMC@SIGCOMM,Speculating Incident Zone System on Local Area Networks.,Measuring the Impact of a Successful DDoS Attack on the Customer Behaviour of Managed DNS Service Providers.
WTS,A survey of potential architectures for communication in heterogeneous networks.
WUV-Univ.-Verlag,"Neurofuzzy-Hybridsysteme: theoretische Grundlagen, Vergleich mit statistischen Problemlsungsklassen und Anwendung im Rahmen leistungsdiagnostischer Fragestellungen.",Unerwnschte E-Mail-Werbung.
WUWNet,Robust TDA-MAC for practical underwater sensor network deployment: lessons from USMART sea trials.
"WVB, Wiss. Verlag",Verwendung verschiedener Biosignale zur Bedienung computergesteuerter Systeme.
WVB,Modellierung und Internet-basierte Visualisierung von Raum-Zeit-Daten.
"WVT, Wiss. Verlag Trier",bersetzen im Informationszeitalter: berlegungen zur Zukunft fachkommunikativen und interkulturellen Handelns im Global Village.,Die Vernderung der Fachsprache des Schriftsetzers durch den Einfluss der elektronischen Datenverarbeitung.,"Knstliche Intelligenz und sprachanalytische Philosophie: ein praktischer Versuch zur computeruntersttzten Begriffsanalyse, durchgefhrt am Beispiel der metaethischen Verpflichtungstheorie Hans-Ulrich Hoches."
"WVT, Wiss. Verlag",Database support for knowledge based systems.
WWCA,A Micro-kernel for Isochronous Video-Data Transfer.
WWIC,Implementing a Broadcast Storm Attack on a Mission-Critical Wireless Sensor Network.
WWOS,Experience with object-based distributed computation in the GUIDE operating system.
WWV,Domain-specific queries and Web search personalization: some investigations.,Debugging of Web Applications with Web-TLR,Verification of Web Services with Timed Automata.,Modeling Web Applications by the Multiple Levels of Integrity Policy.
WWW (Alternate Paper Tracks),TSpaces Services Suite: Automating the Development and Management of Web Services.,Elena: A Mediation Infrastructure for Educational Services.
WWW (Alternate Track Papers & Posters),Delivering web service coordination capability to users.,Publishing museum collections on the semantic web: the museumfinland portal.
WWW (Companion Volume),The CUBRIK project: human-enhanced time-aware multimedia search.
WWW (Posters),ODISSEA: A Peer-to-Peer Architecture for Scalable Web Search and Information Retrieval.,Evolving the Semantic Web with Mangrove.,Integrating Web Systems Through Linking.
WWW (Special interest tracks and posters),The language observatory project (LOP).
WWW Posters,An Integrated Multiple Media Portal with Semiautomatic Editing Features.
"WWW Workshop on Application Design, Development and Implementation Issues in the Semantic Web",The Drug Ontology Project for Elsevier - An RDF Architecture Enabling Thesaurus-Driven Data Integration.
WWW,GERBIL: General Entity Annotator Benchmarking Framework.
WWWrong,Experiences of Technology Enhanced Learning: What Went Wrong?,"Community, Conversation and Collaboration: Experiences gained through Working on Postgraduate Online Distance Education Programmes."
WaC@EACL,The PAIS Corpus of Italian Web Texts.
WaSABi-FEOSW@ESWC,WaSABi 2014: Breakout Brainstorming Session Summary.
WaSABi@ISWC,Towards Linked Data based Enterprise Information Integration.
Wasserwirtsch.,Untersuchungen zum Stickstoffaustrag ber Drnung in einem nordostdeutschen Tieflandeinzugsgebiet.
Waxmann,Kommunikation - Hypertext - Design: eine Untersuchung zur Struktur und Optimierung hypermedialer Lernumgebungen.,Fehlerbeurteilungen in der Mensch-Computer-Interaktion: Reliabilittsanalysen und Training einer handlungstheoretischen Fehlertaxonomie.,Das Rechnungswesen in der kaufmnnischen Berufsausbildung: von der einfachen Buchfhrung zum integrierten Computereinsatz.,Kooperatives Lernen im Internet: qualitative Analyse einer Community of Practice im Fernstudium.,"Der strafrechtliche Schutz der Computerdaten gegen die Angriffsformen der Spionage, Sabotage und des Zeitdiebstahls.",Lernen mit Bildern und Animationen: Studie zum Einfluss von Lernermerkmalen auf die Effektivitt von Illustrationen.,Knstliche-Intelligenz-Forschung in Deutschland: die Etablierung eines Hochtechnologie-Fachs.,Simulation und Erklrung: Kognitionswissenschaft und KI-Forschung in wissenschaftstheoretischer Perspektive.,Motivations-Modellierung: Spezifikation einer Simulation im Rahmen motivational-adaptiver Lehr-Lern-Interaktion.,Informatives Feedback: Wirkung auf Lernerfolg und Motivation bei computergesttztem Training sprachrezeptiver Fhigkeiten.,Quantitative Methoden der menschlichen Raumwahrnehmung mit Methoden der Computergraphik.,Wissenskommunikation mit Hypervideos: Untersuchungen zum Design nichtlinearer Informationsstrukturen fr audiovisuelle Medien.,Dialogspiele in der Mensch-Computer-Interaktion: eine Fallstudie am Beispiel von Online-Hilfen.,Entscheidungen bei sequenzierter Informationsdarbietung am Bildschirm.,Widerstndiges Lernen im Web - virtuell selbstbestimmt?: eine qualitative Studie ber E-Learning in der beruflichen Erwachsenenbildung.
Ways of Knowing in HCI,Understanding User Behavior Through Log Data and Analysis.
We Will Show Them! (1),Modal Tableaux: Completeness vs. Termination.
We Will Show Them! (2),Modal Logics for Metric Spaces: Open Problems.,Formal Approaches to Teamwork.
WearMMe@ICMR,Wearable for Wearable: A Social Signal Processing Perspective for Clothing Analysis using Wearable Devices.,Semi-Automatic Annotation with Predicted Visual Saliency Maps for Object Recognition in Wearable Video.
WearSys@MobiSys,"Keynote - Eye Itself as a Camera: Sensors, Integrity, and Trust."
Weaving Services and People on the World Wide Web,Context-based Semantic Mediation in Web Service Communities.,Semantic Services for Wikipedia.
Web & Datenbanken,Architektur von Web-Informationssystemen.
Web 2.0 & Semantic Web,Adaptive Reactive Rich Internet Applications.
Web Accessibility (2nd Ed.),Tangible Interfaces.
Web Accessibility,Education.
Web Application Security,09141 Abstracts Collection - Web Application Security.,09141 Executive Summary - Web Application Security.
Web Document Analysis,Clustering of Web Documents using a Graph Model.,Reflowable Document Images.
Web Dynamics,DREAM: Distributed Reliable Event-Based Application Management.
Web Engineering: Systematische Entwicklung von Web-Anwendungen,Technologiebewusstes Design von Web-Anwendungen.,Implementierungstechnologien fr Web-Anwendungen.,Web Engineering - Die Disziplin zur systematischen Entwicklung von Web-Anwendungen.
Web Engineering,HERA.
Web Information Retrieval and Linear Algebra Algorithms,"Three results on the PageRank vector: eigenstructure, sensitivity, and the derivative."
Web Intell. Agent Syst.,COBRA - mining web for COrporate Brand and Reputation Analysis.
Web Intell.,An intelligent recommender system based on predictive analysis in telehealthcare environment.,Social media gerontology: Understanding social media usage among older adults.
Web Intelligence and Security - Advances in Data and Text Mining Techniques for Detecting and Preventing Terrorist Activities on the Web,Methods for Interactive Exploration of Large-Scale News Streams.
Web Intelligence/IAT Workshops,Mining for Patterns of Semantic Link Usage: Do Domain Users Actually Like Semantic Browsing?
Web Intelligence,COBRA - Mining Web for Corporate Brand and Reputation Analysis.
Web Operations,How Your Visitors Feel: User-Facing Metrics.,How Complex Systems Fail.,Community Management and Web Operation.,Infrastructure and Application Metrics.
Web Personalization in Intelligent Environments,A Semantic Content-Based Recommender System Integrating Folksonomies for Personalized Access.
Web Services Foundations,A Unified RGPS-Based Approach Supporting Service-Oriented Process Customization.
"Web Technologies, Applications, and Services",Bridging the Gap between Fixed and Mobile Access to an Audio/Video-Enabled Large-Scale NVE.,Extracting Metadata using Ontologies to Collect Comparison Information.,Goal Net Agent Framework for Web Service Integration.,Trust and Rights in Multimedia Content Management Systems.,Load Balancing Grid Computing Middleware.,Network Security using E-DHCP over NAT/IPSEC.
"Web, Web-Services, and Database Systems",Natix: A Technology Overview.
Web-Age Information Management,Integrated Data Management and Enterprise Models.
Web-Based Applications in Healthcare and Biomedicine,A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.,An Intelligent Web-Based Healthcare System: The Case of DYMOS.
Web-KRM@CIKM,Repairing Inconsistent Taxonomies Using MAP Inference and Rules of Thumb.
Web-Powered Databases,Practical Case Study of a Web-based Tutor Payment System.,Ubiquitous Access to Web Databases.
Web2SE@ICSE,From collective knowledge to intelligence: pre-requirements analysis of large and complex systems.
Web3D,Exploring the Jenolan Caves: bringing the physical world to 3D online education.
WebApps,xJS: Practical XSS Prevention for Web Application Development.,Gibraltar: Exposing Hardware Devices to Web Pages Using AJAX.,SeerSuite: Developing a Scalable and Reliable Application Framework for Building Digital Libraries by Crawling the Web.,Don't Repeat Yourself: Automatically Synthesizing Client-side Validation Code for Web Applications.
WebDB (Informal Proceedings),XPERANTO: Publishing Object-Relational Data as XML.
WebDB (Selected Papers),Active Query Caching for Database Web Servers.,Architecting a Network Query Engine for Producing Partial Results.
WebDB,WebSuite: A Tool Suite for Harnessing Web Data.
WebDyn@ICDT,Dynamics of Web Rings.,A Probabilistic Approach to Model Adaptive Hypermedia Systems.,A Web Site Navigation Engine.
WebDyn@WWW,Modeling Adaptive Hypermedia with an Object-Oriented Approach and XML.
WebKDD/SNA-KDD,Looking for Great Ideas: Analyzing the Innovation Jam.
WebKDD,Spying Out Accurate User Preferences for Search Engine Adaptation.,Integrating Web Conceptual Modeling and Web Usage Mining.
WebMedia/LA-WEB,Integrating MPEG-7 Descriptors and Pattern Recognition: An Environment for Multimedia Indexing and Searching.
WebMedia,NuGingaJS: a full portable ITU-T H.761 Ginga middleware for DTV and IPTV.,NuGinga: a JavaScript Driven Implementation of Brazilian Digital TV Middleware for Android.
WebMine,Extracting and Using Attribute-Value Pairs from Product Descriptions on the Web.
WebNLG,Aligning Texts and Knowledge Bases with Semantic Sentence Simplification.
WebNet,Windows to the universe.
WebSci (Companion),Developing a Crowdsourcing Application for Responsible Production in Africa.,The Secret Life of Immortal Data.
WebSci,Fake News vs Satire: A Dataset and Analysis.
Webology,Evaluation of Effective Indicators on Promotion of Webometric Rank of Golestan University of Medical Sciences Website.,Effects of Scientific Collaboration between Domestic and Foreign Authors on Quality Indices of Journals.
Wehle,Warenwirtschaftssysteme im Landhandel: Analyse und Konzept fr ein integriertes Managementinformationssystem.,Organisationsplanung mit Petri-Netzen als Instrument der Unternehmensfhrung: dargestellt am Beispiel der Organisation von Arbeitskreisen der landwirtschaftlichen Beratung.,Das Leistungspotential der Knstlichen Intelligenz: Eine informationstechn.-betriebswirtschaftl. Analyse.
Weidler Buchverlag,Rhetoriktraining online.
Werkzeuge der Programmiertechnik,A Separate Compilation System for Ada.
Westdt. Univ.-Verl.,Energie-effiziente Systemarchitekturen fr sicherheitskritische eingebettete Gerte.
Westdt. Verlag,"Einfluss ""intelligenter"" Maschinen auf menschliches Verhalten.","Die virtuelle Gesellschaft: konomie, Politik und Kultur im Zeichen des Cyberspace.",Konnektionismus: zur Modellierung der Sprachproduktion.,Wissenschaft im Informationszeitalter: zur Bedeutung des Mediums Computer fr das Kommunikationssystem Wissenschaft.,Chancen sozialorienterter Technikgestaltung: politische Anstze und Gestaltbarkeit der Informationstechnik in der sozialen Sicherung.,Kommunikationsarbeit in Online-Medien: zur beruflichen Entwicklung kommunikativer Erwerbsttigkeiten ; eine explorative Studie aus institutionentheoretischer Sicht.,Sprachverstehen: Syntax und Prosodie beim Lesen.
"Where Mathematics, Computer Science, Linguistics and Biology Meet",Splicing systems using merge and separate operations.,Is evolutionary computation using DNA strands feasible?,Universal and simple operations for gene assembly in ciliates.
Who Needs Emotions?,The Architectural Basis of Affective States and Processes.,The Role of Emotions in Multiagent Teamwork.,Affect and Proto-Affect in Effective Functioning.
Whole Body Interaction,Observations on Experience and Flow in Movement-Based Interaction.,Whole Body Interaction in Abstract Domains.
Why Engagement Matters,"A Model of Social Media Engagement: User Profiles, Gratifications, and Experiences.",User Engagement with Interactive Media: A Communication Perspective.,Conclusions.,eLearning.,Engagement in Information Search.
WiFlex,Joint Integrated Spectrum Handoff Management and Routing in CR-MANETs: An Analytical Modeling.,P-Persistent Queue Management to Overcome Channel Failures in IEEE 802.11 Networks for Real-Time Multimedia Streaming.
WiKu-Verlag,Alarmaggregation und Interessantheitsbewertung in einem dezentralisierten Angriffserkennungssystem.
WiKu-Wiss.-Verlag Stein,"Implementierung von IT-Strategien: eine Methode zu systematischen, strukturierten und kontrollierten Implementierung von IT-Strategien."
WiKu-Wissenschafts-Verlag Stein,"Inhaltlich entkoppelte Kommunikation in heterogenen, vernderlichen Netzwerktopologien."
WiMob (1),A new methodology for frequency coordination of wireless microphone systems over occupied TV-spectrum.
WiMob (2),Adaptive approach for QoS support in IEEE 802.11e wireless LAN.
WiMob (3),Understanding protocol performance and robustness of ad hoc networks through structural analysis.
WiMob (4),A multi-hop MANET demonstrator tested on real-time applications.
WiMobCity@MobiHoc,Quantifying the achievable cellular traffic offloading gain with passpoint hotspots.
WiMob,Deployment of a wireless sensor network for aquaculture and lake resource management.
WiNTECH@MOBICOM,POWDER: Platform for Open Wireless Data-driven Experimental Research.
WiNTECH@MobiCom,"MONROE, a distributed platform to measure and assess mobile broadband networks: demo."
WiNTECH,Demo: LabVIEW based framework for prototyping dense LTE networks.,Online assessment of sensing performance in experimental spectrum sensing platforms.
WiOpt,SooGREEN: Service-oriented optimization of green mobile networks.
WiPSCE,Infusing computational thinking into middle grade science classrooms: lessons learned.
"WiRe-Verlag-Ges. fr Wirtschaft, Recht und Steuern",Die rechtliche Einordnung des Softwareberlassungsvertrages.
WiSEE,5.8 GHz energy harvesting of space based solar power using inkjet printed circuits on a transparent substrate.,Chipless RFID for space applications.,Gain limits of phase compensated conformal antenna arrays on non-conducting spherical surfaces using the projection method.,Practical application of the Optical Wireless communication technology (OWLS) in extreme environments.
WiSNet,Design of stable wireless sensor network for slope monitoring.
WiSec,Protecting mobile devices from physical memory attacks with targeted encryption.,Breaking graph-based IoT malware detection systems using adversarial examples: poster.,Enclave-based privacy-preserving localization: poster.
WiTMeMo,A Measurement Study of Path Capacity in 802.11b-based Wireless Networks.
WiVeC,Relaying for IEEE 802.11p at road intersection using a vehicular non-stationary channel model.
Wide Area Networks and High Performance Computing,High Performance Metacomputing in a Transatlantic Wide Area Application Testbed.
Wiki@ICWSM,Graph-Based Breaking News Detection on Wikipedia.
WikiSym,What aren't we measuring?: methods for quantifying wiki-work.
Wiley Encyclopedia of Computer Science and Engineering,Women in Computing.
Wiley Interdiscip. Rev. Data Min. Knowl. Discov.,Bias in data-driven artificial intelligence systems - An introductory survey.
Wilfer,Die Diffusion sozialer Innovationen: e. Strukturanalyse.
"Windmhle, Verlag und Vertrieb von Medien",Computersimulierte komplexe Problemstellungen in der Management-Diagnostik: die Theorie zum Konzept Herausforderung Komplexitt.
Winer,Elektronisches Handeln mit Rechenleistung.,Komponieren zwischen Schule und Social Web: eine entwicklungsorientierte Studie.,Degree constrained subgraph problems and network flow optimization.,Konsistenzmechanismen in Software-DSM-Systemen auf der Basis strukturierter gemeinsamer Speicherbereiche.,Schranken fr die durchschnittliche Laufzeit des Simplexverfahrens und von Innere-Punkte-Verfahren.,Rthreads: ein heterogenes Software-Distributed-Shared-Memory-System mit strukturierten Datenobjekten.
Winter Industries,SOA Governance: Compliance-Nachweise in serviceorientierten Architekturen.
Winter Simulation Conference,Planning and response in the aftermath of a large crisis: An agent-based informatics framework.
Winter,Virtuelle Textwelten: theoretische Grundlagen und Implementationsperspektiven der anglistischen Computerphilologie.
Wirel. Commun. Mob. Comput.,"Duplexing, resource allocation and inter-cell coordination: design recommendations for next generation wireless systems."
Wirel. Networks,Surrogate modeling based cognitive decision engine for optimization of WLAN performance.,Building accurate radio environment maps from multi-fidelity spectrum sensing data.
Wirel. Pers. Commun.,eWALL: An Open-Source Cloud-Based eHealth Platform for Creating Home Caring Environments for Older Adults Living with Chronic Diseases or Frailty.
Wirel. Sens. Netw.,Cardiac Pacemaker and Wireless Capsule Endoscopy Interference: Case Report in a Patient with Gastric Vascular Ectasias.,Antenna and Base-Station Diversity for WSN Livestock Monitoring.
Wireless Days,QoE estimation of a location-based mobile game using on-body sensors and QoS-related data.
Wireless Engineering and Technology,Cognitive Radio Sensing Using Hilbert Huang Transform.,Optimization of Threshold for Energy Based Spectrum Sensing Using Differential Evolution.
Wireless Health,Monitoring mobility disorders at home using 3D visual sensors and mobile sensors.,A context-management framework for telemedicine: an emergency medicine case study.
Wireless Information Systems,Security in Ad Hoc Networks: a General Intrusion Detection Architecture Enhancing Trust Based Approaches.
Wireless Mobile Internet,A wireless public access infrastructure for supporting mobile context-aware IPv6 applications.
Wireless Networking for Moving Objects,New Trends in Mobility Modelling and Handover Prediction.
Wireless Networks and Security,Capacity-Approaching Channel Codes for Discrete Variable Quantum Key Distribution (QKD) Applications.
Wireless Networks and Systems for Developing Regions,A radio multiplexing architecture for high throughput point to multipoint wireless networks.
"Wireless Power Transfer Algorithms, Technologies and Applications in Ad Hoc Communication Networks",Non-radiative Wireless Power Transmission: Theory and Applications.,Unmanned Aerial Vehicle-Based Wireless Charging of Sensor Networks.
Wireless Sensor Network Technologies for the Information Explosion Era,X-Sensor: Wireless Sensor Network Testbed Integrating Multiple Networks.
Wireless Sensor Networks and Applications,MANTIS: system support for multimodAl NeTworks of in-situ sensors.
Wireless and Optical Communications,A Wireless Computer Games and Video Entertainment System for the Aircraft Cabin Environment.
Wireless-Powered Communication Networks,Circuit Design for Wireless Energy Harvesting.
Wirtsch.,Energieinformatik - Aktuelle und zuknftige Forschungsschwerpunkte.
Wirtschaftsinformatik (1),The Learn@WU Learning Environment.
Wirtschaftsinformatik (2),Towards Cross-organisational e-Govemment: An Integrated Approach.
Wirtschaftsinformatik (Community Tracks),More than Ticking Off a Checklist? Towards an Approach for Quantifying the Effectiveness of Responsible Innovation in the Design Process.
Wirtschaftsinformatik (Zentrale Tracks),How Much Exercise Do You Have to Do to Drink a Glass of Coke? A Health Action Process Approach in Virtual Reality.
Wirtschaftsinformatik Manag.,Fachbereich versus IT: der ewige Konflikt?
Wirtschaftsinformatik,Disruption on the Way? The Role of Mobile Applications for Electric Vehicle Diffusion.
Wirtschaftsverl. Bachem,Qualifizierung fr innovative Informationstechnologie: konzeptionelle Anstze zur Verringerung der Diskrepanz zwischen Theorie und Praxis.
"Wirtschaftsverl. NW, Verlag fr Neue Wiss.",Bestimmung charakteristischer Fehlermerkmale zur rechnergesttzten Bildauswertung von Schweissnahtradiographien.
WiseML@WiSec,Generalized wireless adversarial deep learning.
Wison-Verlag,Die organisatorische Gestaltung von mikrocomputergesttzten Datenbanksystemen.,Strukturierung verteilter Datenbanken auf dedizierten Rechnern.,Organisatorische Kompatibilitt im Computerverbund.,Terminplanung von mehrstufigen Datenverarbeitungsprozessen.,"Hilfsinformationssysteme zur Untersttzung der Gestaltung betrieblicher Informationssysteme: Entwicklungs- u. Anwendungsmglichkeiten von Instrumenten zur computergesttzten Aufgabenanalyse, Programmgenerierung u. Datenorgansation.",Organisation der Software-Erstellung: e. organisator. Analyse d. Software-Erstellungsprozesses u.d. software-technolog. Instrumentariums.,Untersuchung betrieblicher Informationssysteme unter Verwendung automatentheoretischer Instrumentarien.,Transfer-Analyse: e. Instrument zur modellgesttzten Gestaltung betriebl. Systeme.
